asset_id,agbd_nonnegative,agbd_se_nonnegative,algorithm_run_flag_eq_1,all_intersecting_shots,degrade_flag_eq_0,l4_quality_flag_eq_1,required_fields_nonnull,year
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020036164652_O06516_02_T00046_02_002_02_V002,0,0,3,86006,0,0,3,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020041142645_O06592_02_T02295_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020042212436_O06612_03_T01397_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020037234444_O06536_03_T01994_02_002_02_V002,0,0,0,54724,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020043221053_O06628_03_T00648_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020040225749_O06582_03_T02744_02_002_02_V002,2783,2783,26692,27138,2783,2783,26692,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020041221113_O06597_03_T04840_02_002_02_V002,282,282,7080,54850,282,282,7080,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020042151302_O06608_02_T04239_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020045125311_O06653_02_T05141_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020046133928_O06669_02_T01546_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020043142625_O06623_02_T02372_02_002_02_V002,0,0,172,23228,0,0,172,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020046195102_O06673_03_T01244_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020047203718_O06689_03_T03341_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020040151321_O06577_02_T04468_02_002_02_V002,7891,7891,75707,80229,7891,7891,75707,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020044212416_O06643_03_T05590_02_002_02_V002,0,0,863,28014,0,0,863,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020044133948_O06638_02_T02892_02_002_02_V002,221,221,12343,85987,221,226,12343,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020045203739_O06658_03_T00571_02_002_02_V002,1741,1741,51468,54633,1741,1804,51468,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020050120552_O06730_02_T04392_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020050181726_O06734_03_T04090_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020051190342_O06750_03_T02071_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020048195041_O06704_03_T01321_02_002_02_V002,2,2,704,28913,2,2,704,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020053094557_O06775_02_T03718_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020051111914_O06745_02_T05065_02_002_02_V002,0,0,0,20395,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020048120613_O06699_02_T01622_02_002_02_V002,228,228,7496,80750,228,228,7496,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020052181703_O06765_03_T04320_02_002_02_V002,757,757,17307,32438,757,801,17307,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020054164346_O06795_03_T02820_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020049190403_O06719_03_T03417_02_002_02_V002,0,0,0,54393,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020055173001_O06811_03_T05070_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020054103213_O06791_02_T00123_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020058085830_O06852_02_T00276_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020053173025_O06780_03_T02147_02_002_02_V002,1487,1487,51080,54630,1487,1764,51080,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020052103236_O06760_02_T04468_02_002_02_V002,1697,1697,36527,81184,1697,1698,36527,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020055094534_O06806_02_T02219_02_002_02_V002,0,0,0,19384,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020059155618_O06872_03_T00648_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020056085854_O06821_02_T00199_02_002_02_V002,0,0,0,80696,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020057155643_O06841_03_T04993_02_002_02_V002,0,0,276,53956,0,0,276,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020059081151_O06867_02_T00949_02_002_02_V002,0,0,7829,25143,0,0,7829,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020056164321_O06826_03_T04167_02_002_02_V002,0,0,87,28949,0,0,87,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020058151004_O06856_03_T05666_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020062072447_O06913_02_T02969_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020061142300_O06902_03_T05146_02_002_02_V002,2764,2764,49905,52923,2764,2775,49905,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020063063807_O06928_02_T02372_02_002_02_V002,0,0,805,23249,0,0,805,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020063142234_O06933_03_T03494_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020066055100_O06974_02_T04545_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020064133554_O06948_03_T04320_02_002_02_V002,0,0,18,32429,0,0,18,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020066120233_O06978_03_T01550_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020067124846_O06994_03_T05070_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020060072512_O06882_02_T04621_02_002_02_V002,8415,8415,74078,78185,8415,10341,74078,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020060150939_O06887_03_T01474_02_002_02_V002,2254,2254,28921,30031,2254,2723,28921,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020067050420_O06989_02_T02525_02_002_02_V002,464,464,25464,27111,464,464,25464,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020065124913_O06963_03_T00877_02_002_02_V002,0,0,0,52658,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020070102844_O07039_03_T00127_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020070041711_O07035_02_T03122_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020064055127_O06943_02_T00352_02_002_02_V002,7,7,7950,77573,7,8,7950,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020071111457_O07055_03_T00801_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020068120206_O07009_03_T00051_02_002_02_V002,595,595,14299,33178,595,604,14299,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020068041739_O07004_02_T03198_02_002_02_V002,9596,9596,75435,77033,9596,10955,75435,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020074024320_O07096_02_T03275_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020071033031_O07050_02_T05371_02_002_02_V002,208,208,12971,28075,208,208,12971,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020073094134_O07085_03_T00877_02_002_02_V002,430,430,7057,52798,430,446,7057,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020075015638_O07111_02_T02525_02_002_02_V002,311,311,13316,27151,311,311,13316,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020072102816_O07070_03_T00204_02_002_02_V002,0,0,6947,34544,0,152,6947,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020072024350_O07065_02_T01775_02_002_02_V002,450,450,14757,78555,450,676,14757,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020075094104_O07116_03_T02530_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020078010926_O07157_02_T02005_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020076085423_O07131_03_T01780_02_002_02_V002,1289,1289,22039,40030,1289,1289,22039,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020079080710_O07177_03_T05376_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020077080741_O07146_03_T02606_02_002_02_V002,0,0,793,50600,0,0,793,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020081233617_O07218_02_T04698_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020080072040_O07192_03_T03050_02_002_02_V002,0,0,15566,38656,0,1834,15566,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020079002244_O07172_02_T02678_02_002_02_V002,0,0,12440,31176,0,97,12440,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020083063426_O07238_03_T02377_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020082224954_O07233_02_T05524_02_002_02_V002,0,0,519,28378,0,0,519,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020079233608_O07187_02_T04927_02_002_02_V002,9764,9764,31597,74152,9764,9927,31597,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020081063417_O07207_03_T02453_02_002_02_V002,0,0,15492,52081,0,1139,15492,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020085220336_O07279_02_T00276_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020076010957_O07126_02_T01928_02_002_02_V002,0,0,39808,76501,0,9775,39808,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020083220330_O07248_02_T03198_02_002_02_V002,0,0,37037,77095,0,6995,37037,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020086041513_O07283_03_T04396_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020087050144_O07299_03_T02224_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020089203053_O07340_02_T01699_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020084054801_O07253_03_T01627_02_002_02_V002,0,0,13839,34387,0,449,13839,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020091032901_O07360_03_T04917_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020086211712_O07294_02_T02525_02_002_02_V002,0,0,26738,27126,0,378,26738,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020088041519_O07314_03_T02897_02_002_02_V002,1356,1356,31577,33720,1356,1412,31577,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020089032855_O07329_03_T00724_02_002_02_V002,636,636,33371,53563,636,636,33371,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020085050137_O07268_03_T05146_02_002_02_V002,0,0,160,52915,0,0,160,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020090024231_O07344_03_T04243_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020092181139_O07385_02_T00872_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020087203047_O07309_02_T03045_02_002_02_V002,6532,6532,75255,78995,6532,6579,75255,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020090194428_O07355_02_T05218_02_002_02_V002,0,0,104,24190,0,0,104,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020093185812_O07401_02_T05662_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020095015637_O07421_03_T03188_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020094010953_O07405_03_T01397_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020092024236_O07375_03_T04167_02_002_02_V002,959,959,19096,30000,959,959,19096,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020096163938_O07446_02_T02142_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020096011026_O07436_03_T03861_02_002_02_V002,0,0,2370,20098,0,0,2370,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020097172621_O07462_02_T04086_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020094181202_O07416_02_T00796_02_002_02_V002,0,0,20762,21294,0,188,20762,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020099002448_O07482_03_T01765_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020098164012_O07477_02_T03183_02_002_02_V002,0,0,23,10750,0,0,23,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020093015611_O07390_03_T03570_02_002_02_V002,675,675,32181,53064,675,842,32181,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020101155432_O07523_02_T05203_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020097002414_O07451_03_T00265_02_002_02_V002,2415,2415,50449,56949,2415,2588,50449,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020102225256_O07543_03_T00036_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020100225224_O07512_03_T01688_02_002_02_V002,2756,2756,53367,58290,2756,2849,53367,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020102150820_O07538_02_T04606_02_002_02_V002,77,77,8562,8756,77,77,8562,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020101220613_O07527_03_T05054_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020095172549_O07431_02_T01316_02_002_02_V002,0,0,68986,83664,0,3552,68986,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020105142243_O07584_02_T03627_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020105203424_O07588_03_T00632_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020106133631_O07599_02_T02877_02_002_02_V002,23,23,2921,2952,23,23,2921,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020099155400_O07492_02_T05432_02_002_02_V002,9,9,38401,83291,9,2588,38401,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020107203455_O07619_03_T04825_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020103220644_O07558_03_T00709_02_002_02_V002,4,4,1191,7754,4,4,1191,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020110120428_O07660_02_T01301_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020104212032_O07573_03_T01382_02_002_02_V002,2524,2524,44325,61445,2524,2524,44325,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020103142208_O07553_02_T05279_02_002_02_V002,213,213,12102,88296,213,215,12102,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020111190210_O07680_03_T04672_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020114103024_O07721_02_T01454_02_002_02_V002,0,0,0,195,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020112103101_O07690_02_T01377_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020113172841_O07710_03_T00479_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020108194843_O07634_03_T02652_02_002_02_V002,2696,2696,46802,64574,2696,2696,46802,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020117094301_O07767_02_T05050_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020117155433_O07771_03_T02055_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020107125019_O07614_02_T04973_02_002_02_V002,9512,9512,88695,90014,9512,9567,88695,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020118164040_O07787_03_T05575_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020115172804_O07741_03_T01979_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020118085615_O07782_02_T01607_02_002_02_V002,268,268,3914,3927,268,268,3914,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020112181526_O07695_03_T03922_02_002_02_V002,55,55,47171,65309,55,4390,47171,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020111111744_O07675_02_T02127_02_002_02_V002,1706,1706,24289,89558,1706,1711,24289,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020121080851_O07828_02_T02357_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020121142022_O07832_03_T02208_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020120072244_O07812_02_T02953_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020119080931_O07797_02_T05126_02_002_02_V002,18765,18765,89007,90045,18765,18972,89007,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020119155355_O07802_03_T03402_02_002_02_V002,0,0,1925,2245,0,235,1925,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020122150629_O07848_03_T01459_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020115094339_O07736_02_T00704_02_002_02_V002,1934,1934,28044,90036,1934,1940,28044,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020124054831_O07873_02_T03106_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020125063436_O07889_02_T02510_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020125124608_O07893_03_T03631_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020120150709_O07817_03_T05651_02_002_02_V002,0,0,29993,62098,0,4718,29993,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020122072204_O07843_02_T00184_02_002_02_V002,834,834,5859,5889,834,851,5859,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020126133214_O07909_03_T01612_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020126054750_O07904_02_T00337_02_002_02_V002,956,956,7581,9727,956,956,7581,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020123063518_O07858_02_T02433_02_002_02_V002,25464,25464,88030,88874,25464,26103,88030,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020123141942_O07863_03_T03555_02_002_02_V002,1769,1769,10181,10395,1769,2914,10181,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020124133255_O07878_03_T04381_02_002_02_V002,12469,12469,57273,60248,12469,14060,57273,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020129111152_O07954_03_T00938_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020129050021_O07950_02_T03933_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020128041416_O07934_02_T00413_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020127124527_O07924_03_T00862_02_002_02_V002,0,0,13168,14444,0,3850,13168,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020130115758_O07970_03_T03035_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020130041333_O07965_02_T04759_02_002_02_V002,5049,5049,12531,12592,5049,5050,12531,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020133032603_O08011_02_T01240_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020132023958_O07995_02_T00566_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020133093734_O08015_03_T05360_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020127050103_O07919_02_T02586_02_002_02_V002,18310,18310,69106,86766,18310,18727,69106,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020134102339_O08031_03_T00342_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020136010538_O08056_02_T03412_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020134023915_O08026_02_T02066_02_002_02_V002,482,482,4082,15485,482,482,4082,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020131111110_O07985_03_T05284_02_002_02_V002,635,635,7919,17453,635,635,7919,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020137015143_O08072_02_T02816_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020135093651_O08046_03_T02591_02_002_02_V002,4342,4342,19618,22250,4342,4342,19618,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020131032646_O07980_02_T04009_02_002_02_V002,18605,18605,64260,85291,18605,19701,64260,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020135015227_O08041_02_T05585_02_002_02_V002,23642,23642,77875,84264,23642,23742,77875,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020138084918_O08092_03_T03341_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020137080314_O08076_03_T02667_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020139233116_O08117_02_T05141_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020136085002_O08061_03_T00418_02_002_02_V002,0,0,48782,55456,0,19313,48782,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020138010454_O08087_02_T03642_02_002_02_V002,0,0,21828,22231,0,12579,21828,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020141001722_O08133_02_T00123_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020141062853_O08137_03_T05666_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020139080229_O08107_03_T05590_02_002_02_V002,0,0,0,28019,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020142071457_O08153_03_T00648_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020140071541_O08122_03_T03417_02_002_02_V002,8210,8210,25045,54249,8210,8240,25045,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020141233033_O08148_02_T00949_02_002_02_V002,3945,3945,9826,25178,3945,3945,9826,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020144224259_O08194_02_T01852_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020144054119_O08183_03_T03723_02_002_02_V002,884,884,4055,52261,884,884,4055,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020145215610_O08209_02_T03795_02_002_02_V002,7865,7865,14471,26157,7865,7865,14471,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020143062808_O08168_03_T04473_02_002_02_V002,13454,13454,34779,35204,13454,13454,34779,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020142224345_O08163_02_T00352_02_002_02_V002,16700,16700,39710,77679,16700,16778,39710,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020146210921_O08224_02_T04774_02_002_02_V002,409,409,3942,76100,409,409,3942,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020139001805_O08102_02_T02892_02_002_02_V002,0,0,1614,81259,0,0,1614,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020150040608_O08275_03_T00954_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020152193407_O08316_02_T00582_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020147045345_O08229_03_T00204_02_002_02_V002,308,308,1440,37310,308,308,1440,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020148040655_O08244_03_T05299_02_002_02_V002,11,11,956,51021,11,11,956,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020149202146_O08270_02_T01255_02_002_02_V002,12416,12416,20850,33153,12416,12416,20850,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020154023141_O08336_03_T03953_02_002_02_V002,0,0,0,0,0,0,0,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020150193455_O08285_02_T03504_02_002_02_V002,7944,7944,33156,73015,7944,7949,33156,2020
LARSE/GEDI/GEDI04_A_002/GEDI04_A_2020151031918_O08290_03_T01933_02_002_02_V002,13302,13302,31218,48241,13302,13302,31218,2020
