target_block_id,block_e_index,block_n_index,sample_n,spatial_fold,e_min_m,n_min_m,e_max_m,n_max_m,geometry_wkt,crs,grid_size_m,grid_origin_e_m,grid_origin_n_m,fold_seed,fold_algorithm
E129_N648,129,648,1874,3,645000,3240000,650000,3245000,"POLYGON ((645000 3240000, 650000 3240000, 650000 3245000, 645000 3245000, 645000 3240000))",EPSG:32650,5000,0,0,42,sample-count-balanced greedy whole-block assignment; descending block N; SHA256(seed|block_id) tie break
E129_N649,129,649,1906,0,645000,3245000,650000,3250000,"POLYGON ((645000 3245000, 650000 3245000, 650000 3250000, 645000 3250000, 645000 3245000))",EPSG:32650,5000,0,0,42,sample-count-balanced greedy whole-block assignment; descending block N; SHA256(seed|block_id) tie break
E130_N643,130,643,1,0,650000,3215000,655000,3220000,"POLYGON ((650000 3215000, 655000 3215000, 655000 3220000, 650000 3220000, 650000 3215000))",EPSG:32650,5000,0,0,42,sample-count-balanced greedy whole-block assignment; descending block N; SHA256(seed|block_id) tie break
E130_N644,130,644,929,2,650000,3220000,655000,3225000,"POLYGON ((650000 3220000, 655000 3220000, 655000 3225000, 650000 3225000, 650000 3220000))",EPSG:32650,5000,0,0,42,sample-count-balanced greedy whole-block assignment; descending block N; SHA256(seed|block_id) tie break
E130_N645,130,645,1121,4,650000,3225000,655000,3230000,"POLYGON ((650000 3225000, 655000 3225000, 655000 3230000, 650000 3230000, 650000 3225000))",EPSG:32650,5000,0,0,42,sample-count-balanced greedy whole-block assignment; descending block N; SHA256(seed|block_id) tie break
E130_N646,130,646,546,4,650000,3230000,655000,3235000,"POLYGON ((650000 3230000, 655000 3230000, 655000 3235000, 650000 3235000, 650000 3230000))",EPSG:32650,5000,0,0,42,sample-count-balanced greedy whole-block assignment; descending block N; SHA256(seed|block_id) tie break
E130_N647,130,647,1520,3,650000,3235000,655000,3240000,"POLYGON ((650000 3235000, 655000 3235000, 655000 3240000, 650000 3240000, 650000 3235000))",EPSG:32650,5000,0,0,42,sample-count-balanced greedy whole-block assignment; descending block N; SHA256(seed|block_id) tie break
E130_N648,130,648,1744,0,650000,3240000,655000,3245000,"POLYGON ((650000 3240000, 655000 3240000, 655000 3245000, 650000 3245000, 650000 3240000))",EPSG:32650,5000,0,0,42,sample-count-balanced greedy whole-block assignment; descending block N; SHA256(seed|block_id) tie break
E130_N649,130,649,569,3,650000,3245000,655000,3250000,"POLYGON ((650000 3245000, 655000 3245000, 655000 3250000, 650000 3250000, 650000 3245000))",EPSG:32650,5000,0,0,42,sample-count-balanced greedy whole-block assignment; descending block N; SHA256(seed|block_id) tie break
E131_N645,131,645,148,1,655000,3225000,660000,3230000,"POLYGON ((655000 3225000, 660000 3225000, 660000 3230000, 655000 3230000, 655000 3225000))",EPSG:32650,5000,0,0,42,sample-count-balanced greedy whole-block assignment; descending block N; SHA256(seed|block_id) tie break
E131_N646,131,646,722,3,655000,3230000,660000,3235000,"POLYGON ((655000 3230000, 660000 3230000, 660000 3235000, 655000 3235000, 655000 3230000))",EPSG:32650,5000,0,0,42,sample-count-balanced greedy whole-block assignment; descending block N; SHA256(seed|block_id) tie break
E131_N647,131,647,393,3,655000,3235000,660000,3240000,"POLYGON ((655000 3235000, 660000 3235000, 660000 3240000, 655000 3240000, 655000 3235000))",EPSG:32650,5000,0,0,42,sample-count-balanced greedy whole-block assignment; descending block N; SHA256(seed|block_id) tie break
E131_N648,131,648,647,0,655000,3240000,660000,3245000,"POLYGON ((655000 3240000, 660000 3240000, 660000 3245000, 655000 3245000, 655000 3240000))",EPSG:32650,5000,0,0,42,sample-count-balanced greedy whole-block assignment; descending block N; SHA256(seed|block_id) tie break
E131_N649,131,649,5,3,655000,3245000,660000,3250000,"POLYGON ((655000 3245000, 660000 3245000, 660000 3250000, 655000 3250000, 655000 3245000))",EPSG:32650,5000,0,0,42,sample-count-balanced greedy whole-block assignment; descending block N; SHA256(seed|block_id) tie break
